1.230000000000000000e+02,2.190000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.160000000000000000e+02,2.260000000000000000e+02,7.500000000000000000e+01,1.000000000000000000e+00
1.160000000000000000e+02,2.310000000000000000e+02,9.200000000000000000e+01,1.000000000000000000e+00
1.160000000000000000e+02,2.360000000000000000e+02,1.070000000000000000e+02,1.000000000000000000e+00
1.150000000000000000e+02,2.410000000000000000e+02,1.230000000000000000e+02,1.000000000000000000e+00
1.140000000000000000e+02,2.460000000000000000e+02,1.420000000000000000e+02,1.000000000000000000e+00
1.140000000000000000e+02,2.510000000000000000e+02,1.560000000000000000e+02,1.000000000000000000e+00
1.140000000000000000e+02,2.560000000000000000e+02,1.730000000000000000e+02,1.000000000000000000e+00
1.130000000000000000e+02,2.630000000000000000e+02,1.900000000000000000e+02,1.000000000000000000e+00
1.130000000000000000e+02,2.710000000000000000e+02,2.060000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,2.800000000000000000e+02,2.230000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,2.890000000000000000e+02,2.400000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,2.970000000000000000e+02,2.560000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.040000000000000000e+02,2.730000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.100000000000000000e+02,2.910000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.160000000000000000e+02,3.060000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.220000000000000000e+02,3.230000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.280000000000000000e+02,3.400000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.350000000000000000e+02,3.570000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.410000000000000000e+02,3.730000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.470000000000000000e+02,3.900000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.510000000000000000e+02,4.060000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.560000000000000000e+02,4.230000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.590000000000000000e+02,4.410000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.620000000000000000e+02,4.560000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.650000000000000000e+02,4.730000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.670000000000000000e+02,4.900000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.700000000000000000e+02,5.060000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.730000000000000000e+02,5.230000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.760000000000000000e+02,5.410000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.790000000000000000e+02,5.560000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.820000000000000000e+02,5.730000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.850000000000000000e+02,5.900000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.890000000000000000e+02,6.070000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,3.930000000000000000e+02,6.230000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,4.000000000000000000e+02,6.630000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,4.030000000000000000e+02,6.730000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,4.050000000000000000e+02,6.900000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,4.070000000000000000e+02,7.070000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,4.090000000000000000e+02,7.240000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,4.110000000000000000e+02,7.400000000000000000e+02,1.000000000000000000e+00
1.110000000000000000e+02,4.130000000000000000e+02,7.570000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.150000000000000000e+02,7.730000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.160000000000000000e+02,7.910000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.180000000000000000e+02,8.070000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.190000000000000000e+02,8.240000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.200000000000000000e+02,8.400000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.210000000000000000e+02,8.570000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.220000000000000000e+02,8.730000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.230000000000000000e+02,8.900000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.240000000000000000e+02,9.230000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.230000000000000000e+02,9.820000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,4.210000000000000000e+02,9.900000000000000000e+02,1.000000000000000000e+00
1.130000000000000000e+02,4.200000000000000000e+02,1.006000000000000000e+03,1.000000000000000000e+00
1.310000000000000000e+02,2.040000000000000000e+02,2.184000000000000000e+03,2.000000000000000000e+00
1.350000000000000000e+02,2.060000000000000000e+02,2.327000000000000000e+03,2.000000000000000000e+00
1.410000000000000000e+02,2.060000000000000000e+02,2.359000000000000000e+03,2.000000000000000000e+00
1.450000000000000000e+02,2.060000000000000000e+02,2.374000000000000000e+03,2.000000000000000000e+00
1.490000000000000000e+02,2.060000000000000000e+02,2.392000000000000000e+03,2.000000000000000000e+00
1.530000000000000000e+02,2.070000000000000000e+02,2.409000000000000000e+03,2.000000000000000000e+00
1.580000000000000000e+02,2.090000000000000000e+02,2.423000000000000000e+03,2.000000000000000000e+00
1.640000000000000000e+02,2.110000000000000000e+02,2.441000000000000000e+03,2.000000000000000000e+00
1.700000000000000000e+02,2.130000000000000000e+02,2.458000000000000000e+03,2.000000000000000000e+00
1.750000000000000000e+02,2.160000000000000000e+02,2.473000000000000000e+03,2.000000000000000000e+00
1.790000000000000000e+02,2.190000000000000000e+02,2.491000000000000000e+03,2.000000000000000000e+00
1.820000000000000000e+02,2.220000000000000000e+02,2.506000000000000000e+03,2.000000000000000000e+00
1.830000000000000000e+02,2.260000000000000000e+02,2.523000000000000000e+03,2.000000000000000000e+00
1.830000000000000000e+02,2.300000000000000000e+02,2.541000000000000000e+03,2.000000000000000000e+00
1.830000000000000000e+02,2.340000000000000000e+02,2.556000000000000000e+03,2.000000000000000000e+00
1.830000000000000000e+02,2.380000000000000000e+02,2.573000000000000000e+03,2.000000000000000000e+00
1.830000000000000000e+02,2.440000000000000000e+02,2.590000000000000000e+03,2.000000000000000000e+00
1.830000000000000000e+02,2.510000000000000000e+02,2.606000000000000000e+03,2.000000000000000000e+00
1.820000000000000000e+02,2.580000000000000000e+02,2.623000000000000000e+03,2.000000000000000000e+00
1.810000000000000000e+02,2.640000000000000000e+02,2.641000000000000000e+03,2.000000000000000000e+00
1.790000000000000000e+02,2.680000000000000000e+02,2.656000000000000000e+03,2.000000000000000000e+00
1.770000000000000000e+02,2.720000000000000000e+02,2.673000000000000000e+03,2.000000000000000000e+00
1.750000000000000000e+02,2.760000000000000000e+02,2.691000000000000000e+03,2.000000000000000000e+00
1.710000000000000000e+02,2.790000000000000000e+02,2.707000000000000000e+03,2.000000000000000000e+00
1.670000000000000000e+02,2.820000000000000000e+02,2.723000000000000000e+03,2.000000000000000000e+00
1.620000000000000000e+02,2.850000000000000000e+02,2.740000000000000000e+03,2.000000000000000000e+00
1.530000000000000000e+02,2.890000000000000000e+02,2.774000000000000000e+03,2.000000000000000000e+00
1.500000000000000000e+02,2.910000000000000000e+02,2.791000000000000000e+03,2.000000000000000000e+00
1.470000000000000000e+02,2.920000000000000000e+02,2.808000000000000000e+03,2.000000000000000000e+00
1.440000000000000000e+02,2.930000000000000000e+02,2.824000000000000000e+03,2.000000000000000000e+00
1.420000000000000000e+02,2.940000000000000000e+02,2.840000000000000000e+03,2.000000000000000000e+00
1.390000000000000000e+02,2.950000000000000000e+02,2.857000000000000000e+03,2.000000000000000000e+00
1.370000000000000000e+02,2.950000000000000000e+02,2.873000000000000000e+03,2.000000000000000000e+00
1.350000000000000000e+02,2.960000000000000000e+02,2.890000000000000000e+03,2.000000000000000000e+00
1.330000000000000000e+02,2.960000000000000000e+02,2.907000000000000000e+03,2.000000000000000000e+00
1.310000000000000000e+02,2.970000000000000000e+02,2.923000000000000000e+03,2.000000000000000000e+00
1.280000000000000000e+02,2.970000000000000000e+02,2.940000000000000000e+03,2.000000000000000000e+00
1.270000000000000000e+02,2.970000000000000000e+02,2.957000000000000000e+03,2.000000000000000000e+00
1.260000000000000000e+02,2.970000000000000000e+02,2.973000000000000000e+03,2.000000000000000000e+00
1.240000000000000000e+02,2.970000000000000000e+02,2.990000000000000000e+03,2.000000000000000000e+00
1.230000000000000000e+02,2.970000000000000000e+02,3.007000000000000000e+03,2.000000000000000000e+00
1.210000000000000000e+02,2.970000000000000000e+02,3.023000000000000000e+03,2.000000000000000000e+00
1.200000000000000000e+02,2.970000000000000000e+02,3.040000000000000000e+03,2.000000000000000000e+00
1.190000000000000000e+02,2.970000000000000000e+02,3.057000000000000000e+03,2.000000000000000000e+00
1.180000000000000000e+02,2.970000000000000000e+02,3.073000000000000000e+03,2.000000000000000000e+00
1.170000000000000000e+02,2.970000000000000000e+02,3.090000000000000000e+03,2.000000000000000000e+00
1.160000000000000000e+02,2.970000000000000000e+02,3.107000000000000000e+03,2.000000000000000000e+00
1.150000000000000000e+02,2.970000000000000000e+02,3.123000000000000000e+03,2.000000000000000000e+00
1.140000000000000000e+02,2.970000000000000000e+02,3.140000000000000000e+03,2.000000000000000000e+00
1.140000000000000000e+02,2.950000000000000000e+02,3.223000000000000000e+03,2.000000000000000000e+00
1.140000000000000000e+02,2.940000000000000000e+02,3.248000000000000000e+03,2.000000000000000000e+00
1.000000000000000000e+02,3.750000000000000000e+02,3.850000000000000000e+03,3.000000000000000000e+00
1.100000000000000000e+02,3.870000000000000000e+02,4.259000000000000000e+03,3.000000000000000000e+00
1.130000000000000000e+02,3.870000000000000000e+02,4.297000000000000000e+03,3.000000000000000000e+00
1.150000000000000000e+02,3.870000000000000000e+02,4.320000000000000000e+03,3.000000000000000000e+00
1.180000000000000000e+02,3.870000000000000000e+02,4.341000000000000000e+03,3.000000000000000000e+00
1.200000000000000000e+02,3.870000000000000000e+02,4.361000000000000000e+03,3.000000000000000000e+00
1.230000000000000000e+02,3.870000000000000000e+02,4.376000000000000000e+03,3.000000000000000000e+00
1.250000000000000000e+02,3.870000000000000000e+02,4.392000000000000000e+03,3.000000000000000000e+00
1.280000000000000000e+02,3.870000000000000000e+02,4.408000000000000000e+03,3.000000000000000000e+00
1.310000000000000000e+02,3.860000000000000000e+02,4.423000000000000000e+03,3.000000000000000000e+00
1.350000000000000000e+02,3.850000000000000000e+02,4.441000000000000000e+03,3.000000000000000000e+00
1.390000000000000000e+02,3.840000000000000000e+02,4.457000000000000000e+03,3.000000000000000000e+00
1.450000000000000000e+02,3.820000000000000000e+02,4.473000000000000000e+03,3.000000000000000000e+00
1.510000000000000000e+02,3.790000000000000000e+02,4.491000000000000000e+03,3.000000000000000000e+00
1.580000000000000000e+02,3.750000000000000000e+02,4.506000000000000000e+03,3.000000000000000000e+00
1.660000000000000000e+02,3.710000000000000000e+02,4.523000000000000000e+03,3.000000000000000000e+00
1.720000000000000000e+02,3.660000000000000000e+02,4.541000000000000000e+03,3.000000000000000000e+00
1.790000000000000000e+02,3.610000000000000000e+02,4.557000000000000000e+03,3.000000000000000000e+00
1.840000000000000000e+02,3.570000000000000000e+02,4.573000000000000000e+03,3.000000000000000000e+00
1.880000000000000000e+02,3.540000000000000000e+02,4.591000000000000000e+03,3.000000000000000000e+00
1.910000000000000000e+02,3.520000000000000000e+02,4.607000000000000000e+03,3.000000000000000000e+00
